acurracy	val_accuracy	loss	val_loss	f1	val_f1
0.6265046000480652	0.8097222447395325	0.9358289241790771	0.6089292764663696	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.8286265134811401	0.8655864000320435	0.49060291051864624	0.43780574202537537	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.8711419701576233	0.8814814686775208	0.38406044244766235	0.3709511458873749	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.8876157402992249	0.8930555582046509	0.3348304331302643	0.33029991388320923	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9037036895751953	0.9041666388511658	0.2967703640460968	0.29954156279563904	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9092978239059448	0.9092592597007751	0.2766890227794647	0.2763757109642029	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9150462746620178	0.9138888716697693	0.26148226857185364	0.2626810371875763	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9147762060165405	0.9152777791023254	0.25514188408851624	0.2572650909423828	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9238811731338501	0.924691379070282	0.23703329265117645	0.2421141415834427	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9262731671333313	0.9253086447715759	0.23423607647418976	0.23595158755779266	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9241126775741577	0.9271605014801025	0.23311583697795868	0.23274652659893036	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9257330298423767	0.9287037253379822	0.22254353761672974	0.22819215059280396	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9300925731658936	0.9328703880310059	0.21795225143432617	0.21798159182071686	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
0.9322916865348816	0.9341049194335938	0.21082940697669983	0.21147550642490387	[0.5838461518287659, 0.8157625198364258, 0.8660236597061157, 0.8843879699707031, 0.9010483622550964, 0.908798336982727, 0.9137520790100098, 0.9147637486457825, 0.9226438403129578, 0.9253283143043518, 0.9236452579498291, 0.9252210259437561, 0.930342435836792, 0.9313970804214478, 0.931332528591156, 0.9347050189971924, 0.9368159770965576, 0.9337936043739319, 0.9372581839561462, 0.9377729296684265]	[0.7577123045921326, 0.8516125082969666, 0.8742935061454773, 0.8889699578285217, 0.9019328355789185, 0.9069204330444336, 0.910044252872467, 0.9160996675491333, 0.9218409657478333, 0.922841489315033, 0.9244897365570068, 0.926999032497406, 0.9302852749824524, 0.9318257570266724, 0.930155336856842, 0.9325371980667114, 0.9357500672340393, 0.9398331642150879, 0.9363163709640503, 0.9394178986549377]
